"Number","Start Time","End Time","Duration","Symbol Duration","TTS Symbol Duration","TTS Speed Closest","Speaker","Text"
"1219","01:10:30,129","01:10:33,182","3.053","0.071","0.06755555555555556","1.7","female","okay, that's it, we're not going to use it."
"1220","01:10:34,193","01:10:43,313","9.12","0.1403076923076923","0.13104761904761905","0.9","female","Just understand how people really like to exploit politics today."
"1221","01:10:43,575","01:10:45,746","2.171","0.04341999999999999","0.0452063492063492","2.5","female","And still, journalists are not really politicians."
"1222","01:10:45,771","01:10:47,771","2.0","0.046511627906976744","0.0452063492063492","2.5","female","Well, they shouldn't be politicians at all."
"1223","01:10:48,757","01:10:50,837","2.08","0.065","0.06425396825396826","1.8","female","During the war, probably should."
"1224","01:10:51,687","01:10:55,365","3.678","0.06233898305084746","0.060783068783068786","1.9","female","Well, you can't not be a patriot, you can't be independent."
"1225","01:10:57,308","01:10:58,302","0.994","0.06626666666666667","0.06425396825396826","1.8","female","From the state."
"1226","01:10:58,327","01:11:01,828","3.501","0.0729375","0.07144973544973544","1.6","female","Yes, from the society, from the state, you know."
"1227","01:11:01,853","01:11:06,200","4.347","0.06586363636363637","0.06425396825396826","1.8","female","We take the BBC example and do it right, and we have to follow it."
"1228","01:11:06,200","01:11:08,828","2.628","0.09385714285714286","0.08321693121693122","1.3","female","But we also have to remember"
"1229","01:11:08,852","01:11:15,537","6.685","0.08681818181818181","0.08321693121693122","1.3","female","that in the British territories, when there was a war? There was never a war."
"1230","01:11:15,562","01:11:17,200","1.638","0.0511875","0.049439153439153435","2.3","female","There were not a thousand years."
"1231","01:11:17,200","01:11:20,097","2.897","0.09053125","0.08321693121693122","1.3","female","Here, Wilhelm, the winner, came."
"1232","01:11:20,122","01:11:22,200","2.078","0.0649375","0.06425396825396826","1.8","female","This, this, this was a disaster."
"1233","01:11:22,200","01:11:24,592","2.392","0.06644444444444444","0.06425396825396826","1.8","female","And so only rockets flew from above."
"1234","01:11:24,910","01:11:27,577","2.667","0.066675","0.06425396825396826","1.8","female","Therefore, you can be independent there."
"1235","01:11:27,863","01:11:29,738","1.875","0.05859375","0.057227513227513224","2.0","female","And they are really independent."
"1236","01:11:29,763","01:11:33,098","3.335","0.06413461538461539","0.060783068783068786","1.9","female","The BBC was against the expansion of the Suez Canal,"
"1237","01:11:33,122","01:11:36,756","3.634","0.0672962962962963","0.06425396825396826","1.8","female","against the Maldives, the Falkland Islands, and so on."
"1238","01:11:36,781","01:11:38,122","1.341","0.0745","0.07144973544973544","1.6","female","But it's not here."
"1239","01:11:38,479","01:11:42,345","3.866","0.05154666666666667","0.05147089947089947","2.2","female","What would the BBC be like if there was an invasion of the Kingdom of Kent?"
"1240","01:11:42,511","01:11:46,310","3.799","0.08442222222222222","0.08321693121693122","1.3","female","Well, such, serious, with a foreign presence."
"1241","01:11:46,569","01:11:47,569","1.0","0.05","0.049439153439153435","2.3","female","What would they say?"
"1242","01:11:47,594","01:11:48,594","1.0","0.07142857142857142","0.06755555555555556","1.7","female","We don't know."
"1243","01:11:48,619","01:11:53,457","4.838","0.06537837837837839","0.06425396825396826","1.8","female","There just wasn't, there was no evidence, there was no basis for evidence."
"1244","01:11:53,482","01:11:59,175","5.693","0.06396629213483146","0.060783068783068786","1.9","female","It's not exactly against the invasion of Falkland but about Margaret Thatcher's politics."
"1245","01:11:59,200","01:12:04,200","5.0","0.05952380952380952","0.057227513227513224","2.0","female","Thatcher, yes, well, Thatcher always liked to close the BBC, but nothing came of it."
"1246","01:12:04,805","01:12:10,200","5.395","0.08563492063492063","0.08321693121693122","1.3","female","But that's why we don't know how, where the truth is, you know."
"1247","01:12:10,670","01:12:14,358","3.688","0.08195555555555556","0.07559788359788361","1.5","female","Today, there are no BBC standards in Ukraine."
"1248","01:12:14,607","01:12:17,200","2.593","0.048018518518518516","0.04791534391534392","2.4","female","Well, what is the war going on, and what will you say?"
"1249","01:12:17,200","01:12:25,763","8.563","0.0920752688172043","0.08321693121693122","1.3","female","So, you want to say that this whole story, it all leads to such a human, difficult situation?"
"1250","01:12:26,076","01:12:29,548","3.472","0.112","0.10302645502645504","1.1","female","Well, I'd say that in 20 years,"
"1251","01:12:29,572","01:12:34,200","4.628","0.06254054054054055","0.060783068783068786","1.9","female","when it will be described, it will turn out to be very simple, just human."
"1252","01:12:35,332","01:12:39,428","4.096","0.05688888888888889","0.054603174603174605","2.1","female","You know, no one has invented anything more intelligent than Shakespeare"
"1253","01:12:39,452","01:12:41,242","1.79","0.08136363636363636","0.07559788359788361","1.5","female","in the last 400 years."
"1254","01:12:43,075","01:12:45,514","2.439","0.060975","0.060783068783068786","1.9","female","All the plots, they are described there."
"1255","01:12:46,439","01:12:46,842","0.403","0.10075","0.09532275132275132","1.2","female","But."
"1256","01:12:46,867","01:12:47,539","0.672","0.0516923076923077","0.05147089947089947","2.2","female","In the books."
"1257","01:12:47,564","01:12:48,200","0.636","0.159","0.1423068783068783","0.8","female","Yes."
"1258","01:12:48,200","01:12:54,588","6.388","0.11207017543859649","0.10302645502645504","1.1","female","But anyway, you and I used to go out and carry the banner"
"1259","01:12:54,612","01:13:00,175","5.563","0.07319736842105262","0.07144973544973544","1.6","female","'Who killed Gongadze', and there was also the banner 'Who ordered Gongadze.'"
"1260","01:13:00,200","01:13:03,511","3.311","0.06492156862745098","0.06425396825396826","1.8","female","And ordering Gongadze is already a political story."
"1261","01:13:05,200","01:13:11,923","6.723","0.07817441860465116","0.07559788359788361","1.5","female","You see, when you build a country, it seems to us, since the age of a person is short,"
"1262","01:13:13,200","01:13:16,228","3.028","0.11214814814814815","0.10302645502645504","1.1","female","and we, me, who lived then,"
"1263","01:13:16,252","01:13:24,200","7.948","0.09575903614457831","0.09532275132275132","1.2","female","obviously, at that time, we were all politicized, very much, and I was politicized."
"1264","01:13:24,200","01:13:29,200","5.0","0.06097560975609756","0.060783068783068786","1.9","female","And we were looking, we were looking for who is guilty, where is he, where is she."
"1265","01:13:29,200","01:13:32,143","2.943","0.05255357142857143","0.05147089947089947","2.2","female","And, as a rule, we looked somewhere up at the president."
"1266","01:13:33,326","01:13:36,828","3.502","0.07295833333333333","0.07144973544973544","1.6","female","Now I have become so wise that I understand that"
"1267","01:13:36,852","01:13:40,200","3.348","0.07786046511627907","0.07559788359788361","1.5","female","even today, when everything is politicized,"
"1268","01:13:40,200","01:13:43,470","3.27","0.08384615384615385","0.08321693121693122","1.3","female","I still try to somehow ... Well, not..."
"1269","01:13:43,495","01:13:46,852","3.357","0.09072972972972973","0.08321693121693122","1.3","female","...not to wear this outfit on myself."
"1270","01:13:47,406","01:13:50,166","2.76","0.05411764705882353","0.05147089947089947","2.2","female","And when now there is criticism of those or others,"
"1271","01:13:50,190","01:13:53,478","3.288","0.07306666666666667","0.07144973544973544","1.6","female","Zelensky, Zaluzhny, and so on, I am so quiet."
"1272","01:13:54,200","01:13:57,628","3.428","0.06348148148148149","0.060783068783068786","1.9","female","I do not allow myself much, because I understand that,"
"1273","01:13:57,652","01:14:00,200","2.548","0.062146341463414634","0.060783068783068786","1.9","female","well, not in time, you know, not in time."
"1274","01:14:00,200","01:14:03,148","2.948","0.06408695652173912","0.060783068783068786","1.9","female","And this is also a controversy, because today,"
"1275","01:14:03,172","01:14:08,861","5.689","0.07485526315789474","0.07144973544973544","1.6","female","on the one hand, it is obvious that it is difficult during the war to still,"
"1276","01:14:08,885","01:14:12,200","3.315","0.0663","0.06425396825396826","1.8","female","as it were, direct the bayonets to the government,"
"1277","01:14:12,200","01:14:16,353","4.153","0.06921666666666666","0.06755555555555556","1.7","female","which is in fact bears responsibility for what is happening."
"1278","01:14:16,810","01:14:20,572","3.762","0.04275","0.0452063492063492","2.5","female","And, on the other hand, it is necessary to understand something about freedom of speech."
"1279","01:14:20,994","01:14:27,800","6.806","0.07822988505747126","0.07559788359788361","1.5","female","And how to find a contact here between the fact that there were no cases ... Well, yes."
"1280","01:14:27,825","01:14:32,948","5.123","0.07762121212121212","0.07559788359788361","1.5","female","I specially studied the British press during the Second World War,"
"1281","01:14:32,972","01:14:37,425","4.453","0.05783116883116884","0.057227513227513224","2.0","female","the American press during the Second World War, and I watched what was there."
"1282","01:14:37,450","01:14:40,010","2.56","0.040634920634920635","0.0452063492063492","2.5","female","Well, there was censorship everywhere, everywhere there was ..."
"1283","01:14:40,262","01:14:43,946","3.684","0.08186666666666667","0.07559788359788361","1.5","female","Somehow they were trying to find a way to ..."
"1284","01:14:44,122","01:14:49,200","5.078","0.0570561797752809","0.054603174603174605","2.1","female","And on the other hand, there was criticism, and how to unite it today in today's Ukraine?"
"1285","01:14:49,200","01:14:50,200","1.0","0.07142857142857142","0.06755555555555556","1.7","female","I do not know."
"1286","01:14:50,200","01:14:51,200","1.0","0.058823529411764705","0.057227513227513224","2.0","female","I have no answer."
"1287","01:14:51,200","01:14:56,268","5.068","0.07038888888888889","0.06755555555555556","1.7","female","Unfortunately, I do not belong to those brilliant Ukrainian politicians,"
"1288","01:14:56,292","01:14:59,200","2.908","0.06609090909090909","0.06425396825396826","1.8","female","historians, politicians who know everything."
"1289","01:14:59,200","01:15:01,200","2.0","0.08","0.07559788359788361","1.5","female","I do not know everything."
"1290","01:15:01,200","01:15:04,200","3.0","0.05172413793103448","0.05147089947089947","2.2","female","In the sense, we are going our own way as we are going it."
"1291","01:15:04,200","01:15:06,200","2.0","0.041666666666666664","0.0452063492063492","2.5","female","No, we ... And God knows what will happen there."
"1292","01:15:06,200","01:15:08,200","2.0","0.04","0.0452063492063492","2.5","female","As I told you, it is a natural historical process."
"1293","01:15:08,200","01:15:09,200","1.0","0.03125","0.0452063492063492","2.5","female","We cannot come up with anything."
"1294","01:15:09,200","01:15:11,200","2.0","0.05128205128205128","0.049439153439153435","2.3","female","We give birth to what we give birth to."
"1295","01:15:11,200","01:15:13,200","2.0","0.08695652173913043","0.08321693121693122","1.3","female","When we can give birth."
"1296","01:15:13,200","01:15:14,200","1.0","0.04","0.0452063492063492","2.5","female","Neither sooner nor later."
"1297","01:15:14,200","01:15:17,200","3.0","0.06382978723404255","0.060783068783068786","1.9","female","Kuchma is accused of cutting back on airplanes."
"1298","01:15:17,200","01:15:19,952","2.752","0.08339393939393938","0.08321693121693122","1.3","female","Yushchenko cut off the last ones."
"1299","01:15:19,977","01:15:22,776","2.799","0.12722727272727272","0.1131005291005291","1.0","female","Even without Gongadze."
"1300","01:15:22,801","01:15:26,552","3.751","0.05770769230769231","0.057227513227513224","2.0","female","He is accused of the creation of a clan of the oligarchic system."
"1301","01:15:26,973","01:15:27,559","0.586","0.0586","0.057227513227513224","2.0","female","And so on."
"1302","01:15:27,584","01:15:29,200","1.616","0.08505263157894738","0.08321693121693122","1.3","female","Does it also apply?"
"1303","01:15:29,200","01:15:30,565","1.365","0.056875","0.054603174603174605","2.1","female","Otherwise, we could not?"
"1304","01:15:31,200","01:15:32,200","1.0","0.03125","0.0452063492063492","2.5","female","Without oligarchs, we could not?"
"1305","01:15:32,200","01:15:36,200","4.0","0.06349206349206349","0.060783068783068786","1.9","female","We could have ... We could have ... There could be another way."
"1306","01:15:36,200","01:15:38,200","2.0","0.045454545454545456","0.0452063492063492","2.5","female","But I do not know which way would be better."
"1307","01:15:38,200","01:15:40,200","2.0","0.05","0.049439153439153435","2.3","female","I do not know which way would be better."
"1308","01:15:40,200","01:15:42,430","2.23","0.05868421052631579","0.057227513227513224","2.0","female","Unfortunately, there are no handbooks."
"1309","01:15:42,455","01:15:44,882","2.427","0.05515909090909091","0.054603174603174605","2.1","female","If there was a handbook where it was written"
"1310","01:15:44,907","01:15:49,019","4.112","0.059594202898550726","0.057227513227513224","2.0","female","one the first page, chapter 1, 1991, do this, this, this, this, this."
"1311","01:15:50,090","01:15:52,670","2.58","0.080625","0.07559788359788361","1.5","female","I have not seen such a handbook."
"1312","01:15:53,177","01:16:00,281","7.104","0.09866666666666667","0.09532275132275132","1.2","female","And for some reason, the Estonians and the Poles succeeded very quickly."
"1313","01:16:00,543","01:16:03,875","3.332","0.05553333333333333","0.054603174603174605","2.1","female","The Slovaks waited a very long time for them to succeed too."
"1314","01:16:03,900","01:16:08,200","4.3","0.049999999999999996","0.049439153439153435","2.3","female","The Romans and the Bulgarians are still half ... Well, they are in the European Union."
"1315","01:16:08,200","01:16:10,265","2.065","0.06661290322580644","0.06425396825396826","1.8","female","But to say that they are so ..."
"1316","01:16:10,290","01:16:14,200","3.91","0.04827160493827161","0.04791534391534392","2.4","female","With corruption, everything is wonderful, everything is subdued, you can not say."
"1317","01:16:14,200","01:16:17,838","3.638","0.06272413793103448","0.060783068783068786","1.9","female","Therefore, Ukraine went like this, Georgia went like this."
"1318","01:16:18,489","01:16:20,539","2.05","0.04456521739130435","0.0452063492063492","2.5","female","Belarus, you see, did not go like this at all."
"1319","01:16:20,564","01:16:22,564","2.0","0.044444444444444446","0.0452063492063492","2.5","female","Azerbaijan went like this in the Middle East."
"1320","01:16:23,179","01:16:24,200","1.021","0.06005882352941176","0.057227513227513224","2.0","female","No one knows how."
"1321","01:16:24,200","01:16:26,200","2.0","0.06060606060606061","0.057227513227513224","2.0","female","The Baltic is the same, you know."
"1322","01:16:26,225","01:16:28,200","1.975","0.07314814814814816","0.07144973544973544","1.6","female","And salaries in Estonia ..."
"1323","01:16:28,200","01:16:31,748","3.548","0.07391666666666667","0.07144973544973544","1.6","female","In fact, in Estonia, the only ones who caught up"
"1324","01:16:31,772","01:16:33,698","1.926","0.04938461538461538","0.04791534391534392","2.4","female","with the Western Europeans in salaries."
"1325","01:16:35,666","01:16:42,025","6.359","0.0766144578313253","0.07559788359788361","1.5","female","Therefore ... Well, they could quickly ... Could they pull us from the USSR faster?"
"1326","01:16:42,050","01:16:42,723","0.673","0.22433333333333336","0.1903915343915344","0.6","female","No."
"1327","01:16:42,748","01:16:43,564","0.816","0.0544","0.05147089947089947","2.2","female","Our presidents?"
"1328","01:16:43,589","01:16:44,589","1.0","0.3333333333333333","0.29079365079365077","0.3","female","No."
"1329","01:16:44,614","01:16:46,392","1.778","0.127","0.1131005291005291","1.0","female","I'm sure here."
"1330","01:16:46,417","01:16:48,060","1.643","0.06845833333333333","0.06755555555555556","1.7","female","No one will pull anyone."
"1331","01:16:48,093","01:16:57,273","9.18","0.11922077922077921","0.1131005291005291","1.0","female","In 2004, I was one of the people who were in contact with various CRU people."
"1332","01:16:57,298","01:17:00,648","3.35","0.09571428571428571","0.09532275132275132","1.2","female","Well, before the Orange Revolution."
"1333","01:17:01,682","01:17:03,828","2.146","0.074","0.07144973544973544","1.6","female","I then asked directly, I say,"
"1334","01:17:03,852","01:17:07,241","3.389","0.05843103448275862","0.057227513227513224","2.0","female","what are we doing here? You have a lot of money, let`s go."
"1335","01:17:07,727","01:17:20,195","12.468","0.14842857142857144","0.1423068783068783","0.8","female","And they said, until you have 100 thousand on the Maidan, we will not lift a finger."
"1336","01:17:22,574","01:17:23,887","1.313","0.04862962962962963","0.04791534391534392","2.4","female","By ourselves, by ourselves."
"1337","01:17:23,912","01:17:24,912","1.0","0.25","0.23602116402116402","0.5","female","Yes."
"1338","01:17:24,937","01:17:27,546","2.609","0.07051351351351351","0.06755555555555556","1.7","female","More than that. It was all explained."
"1339","01:17:27,571","01:17:32,120","4.549","0.0699846153846154","0.06755555555555556","1.7","female","They told me that we are in the 1960s and 1970s in Latin America."
"1340","01:17:32,145","01:17:35,148","3.003","0.07150000000000001","0.07144973544973544","1.6","female","This was the Monroe Doctrine of the 1820s."
"1341","01:17:35,172","01:17:36,828","1.656","0.07885714285714285","0.07559788359788361","1.5","female","This is our backyard."
"1342","01:17:36,852","01:17:40,175","3.323","0.043155844155844156","0.0452063492063492","2.5","female","And we decided that this is our backyard. And then we, sorry for such phrase,"
"1343","01:17:40,200","01:17:43,068","2.868","0.05975","0.057227513227513224","2.0","female","we f**ked up wherever we could in Latin America."
"1344","01:17:43,092","01:17:47,200","4.108","0.08054901960784314","0.07559788359788361","1.5","female","And then we realized, you start, and we can only..."
"1345","01:17:47,200","01:17:52,371","5.171","0.07604411764705883","0.07559788359788361","1.5","female","My father told me about his father, that is, my grandfather Mercury,"
"1346","01:17:52,395","01:17:54,847","2.452","0.08757142857142856","0.08321693121693122","1.3","female","who said a wonderful phrase,"
"1347","01:17:54,872","01:17:57,868","2.996","0.08097297297297297","0.07559788359788361","1.5","female","very simple, very beautiful, he said,"
"1348","01:17:57,892","01:18:02,461","4.569","0.08015789473684211","0.07559788359788361","1.5","female","Kostya, you pick it up, and I'll push it. Not vice versa."
"1349","01:18:05,219","01:18:11,175","5.956","0.06768181818181819","0.06755555555555556","1.7","female","So we have to pick it up, and they can push it, but this is our job, our responsibility."
"1350","01:18:11,200","01:18:14,200","3.0","0.07142857142857142","0.06755555555555556","1.7","female","This is the kind of society we have today."
"1351","01:18:14,200","01:18:16,988","2.788","0.05808333333333333","0.057227513227513224","2.0","female","You have been to Crimea a lot, and you once said"
"1352","01:18:17,012","01:18:20,805","3.793","0.05497101449275363","0.054603174603174605","2.1","female","that you are ashamed of the Tatars, and you always apologize to them."
"1353","01:18:21,200","01:18:25,388","4.188","0.08053846153846153","0.07559788359788361","1.5","female","Well, yes, it was in 1990 or 1991, I don't remember,"
"1354","01:18:25,412","01:18:29,200","3.788","0.06313333333333333","0.060783068783068786","1.9","female","there was Grach, the head of Crimea, and there was Kravchuk,"
"1355","01:18:29,200","01:18:32,917","3.717","0.08644186046511627","0.08321693121693122","1.3","female","and we met in the Verkhovna Rada in Crimea."
"1356","01:18:33,366","01:18:35,628","2.262","0.06652941176470588","0.06425396825396826","1.8","female","I went up to him and said, listen,"
"1357","01:18:35,652","01:18:40,200","4.548","0.05614814814814815","0.054603174603174605","2.1","female","let's give Crimea and Donbas them, and we'll be in Europe the day after tomorrow."
"1358","01:18:41,751","01:18:44,988","3.237","0.059944444444444446","0.057227513227513224","2.0","female","I just said that without thinking about the fact that,"
"1359","01:18:45,012","01:18:48,200","3.188","0.06506122448979593","0.06425396825396826","1.8","female","by giving Crimea back, I give the crowd of people"
"1360","01:18:48,200","01:18:52,200","4.0","0.05970149253731343","0.057227513227513224","2.0","female","under the name of the Crimean Tatar minority, who are our brothers."
"1361","01:18:52,200","01:18:58,200","6.0","0.08","0.07559788359788361","1.5","female","So yes, I repeat, it's always, it's not a secret, I'm really ashamed of it."
"1362","01:18:59,037","01:19:06,708","7.671","0.11280882352941177","0.10302645502645504","1.1","female","But today we see some traces of what I said then, we see them today."
"1363","01:19:07,200","01:19:10,200","3.0","0.0967741935483871","0.09532275132275132","1.2","female","We see them, Donbas and Crimea."
"1364","01:19:12,664","01:19:20,546","7.882","0.09272941176470588","0.08321693121693122","1.3","female","Do you think that Crimea in the historical context will still be a special territory?"
"1365","01:19:22,387","01:19:27,490","5.103","0.05428723404255319","0.05147089947089947","2.2","female","Well, from the historical perspective, I think that in 100 years Crimea will be Crimean Tatar."
"1366","01:19:29,268","01:19:30,200","0.932","0.06657142857142857","0.06425396825396826","1.8","female","Not Ukrainian."
"1367","01:19:31,200","01:19:35,840","4.64","0.05873417721518987","0.057227513227513224","2.0","female","There may be some combination, but we don't know what will happen in 100 years."
"1368","01:19:36,200","01:19:45,200","9.0","0.12857142857142856","0.1131005291005291","1.0","female","But the fact that many people want to have their statehood is obvious."
"1369","01:19:46,051","01:19:49,707","3.656","0.07312","0.07144973544973544","1.6","female","And the Crimean Tatar people don't have more land."
"1370","01:19:49,732","01:19:51,732","2.0","0.13333333333333333","0.13104761904761905","0.9","female","No, they don't."
"1371","01:19:52,717","01:19:58,200","5.483","0.11422916666666666","0.1131005291005291","1.0","female","So it will depend on what the mood will be then."
"1372","01:19:58,200","01:19:59,200","1.0","0.05555555555555555","0.054603174603174605","2.1","female","Do you understand?"
"1373","01:19:59,200","01:20:00,200","1.0","0.09090909090909091","0.08321693121693122","1.3","female","That's all."
"1374","01:20:01,200","01:20:04,939","3.739","0.14956","0.1423068783068783","0.8","female","You ask Kravchuk, Kuchma."
"1375","01:20:05,796","01:20:17,200","11.404","0.13416470588235294","0.13104761904761905","0.9","female","The first person whom my eyes saw, who said that the world has changed fundamentally,"
"1376","01:20:18,114","01:20:26,738","8.624","0.11347368421052632","0.1131005291005291","1.0","female","and there is no turning in the undemocratic direction, was Levko Lukyanenko,"
"1377","01:20:26,763","01:20:30,782","4.019","0.05910294117647059","0.057227513227513224","2.0","female","who came out of prison a year before he said that, from the tribune."
"1378","01:20:31,501","01:20:33,501","2.0","0.13333333333333333","0.13104761904761905","0.9","female","It was in 1990."
"1379","01:20:34,488","01:20:37,200","2.712","0.11791304347826088","0.1131005291005291","1.0","female","It was in May or April."
"1380","01:20:37,200","01:20:39,200","2.0","0.09523809523809523","0.08321693121693122","1.3","female","Our Frensis Fukuyama."
"1381","01:20:39,200","01:20:41,200","2.0","0.07142857142857142","0.06755555555555556","1.7","female","And he said that that's all."
"1382","01:20:41,695","01:20:45,200","3.505","0.08548780487804877","0.08321693121693122","1.3","female","And we asked him what was going on there."
"1383","01:20:45,200","01:20:46,877","1.677","0.09316666666666668","0.08321693121693122","1.3","female","It was a congress."
"1384","01:20:46,902","01:20:49,148","2.246","0.07744827586206897","0.07559788359788361","1.5","female","When the dissidents gathered,"
"1385","01:20:49,172","01:20:52,688","3.516","0.04507692307692308","0.0452063492063492","2.5","female","the Ukrainian Helsinki Association turned into the Ukrainian Republican Party."
"1386","01:20:54,616","01:20:56,200","1.584","0.066","0.06425396825396826","1.8","female","It was in a Movie House."
"1387","01:20:56,200","01:20:58,200","2.0","0.08","0.07559788359788361","1.5","female","And then he was the host."
"1388","01:20:58,200","01:21:01,163","2.963","0.050220338983050845","0.049439153439153435","2.3","female","I thought that I would climb under the table and die there."
"1389","01:21:01,188","01:21:03,085","1.897","0.05928125","0.057227513227513224","2.0","female","Because they were just swearing."
"1390","01:21:03,110","01:21:05,200","2.09","0.044468085106382976","0.0452063492063492","2.5","female","The Soviet authorities did not cancel anything."
"1391","01:21:05,492","01:21:09,200","3.708","0.04074725274725275","0.0452063492063492","2.5","female","The Central Committee, the district committee, the regional committee, the KGB, the police."
"1392","01:21:09,200","01:21:10,200","1.0","0.05263157894736842","0.05147089947089947","2.2","female","Everything is here."
"1393","01:21:10,200","01:21:14,200","4.0","0.07272727272727272","0.07144973544973544","1.6","female","People come out here and say that this will not happen."
"1394","01:21:14,200","01:21:15,200","1.0","0.047619047619047616","0.0452063492063492","2.5","female","This will not happen."
"1395","01:21:15,200","01:21:17,200","2.0","0.1","0.09532275132275132","1.2","female","And I asked him why."
"1396","01:21:17,200","01:21:18,730","1.53","0.051000000000000004","0.049439153439153435","2.3","female","Because the world has changed."
"1397","01:21:19,961","01:21:22,638","2.677","0.12168181818181818","0.1131005291005291","1.0","female","And democracy has won."
"1398","01:21:23,368","01:21:25,200","1.832","0.07328","0.07144973544973544","1.6","female","And civilization has won."
"1399","01:21:25,200","01:21:28,043","2.843","0.11845833333333333","0.1131005291005291","1.0","female","And so we can be calmer."
"1400","01:21:28,068","01:21:30,068","2.0","0.058823529411764705","0.057227513227513224","2.0","female","We won`t be put in prison anymore."
"1401","01:21:30,093","01:21:32,093","2.0","0.09090909090909091","0.08321693121693122","1.3","female","Poor Levko Lukyanenko."
"1402","01:21:32,118","01:21:34,118","2.0","0.08333333333333333","0.08321693121693122","1.3","female","How he experienced 2004."
"1403","01:21:34,143","01:21:36,143","2.0","0.05714285714285714","0.054603174603174605","2.1","female","And then not the Orange Revolution."
"1404","01:21:36,168","01:21:40,168","4.0","0.19047619047619047","0.1903915343915344","0.6","female","And how... Excuse me."
"1405","01:21:40,200","01:21:41,465","1.265","0.06325","0.060783068783068786","1.9","female","He sat on that s**t."
"1406","01:21:41,490","01:21:43,089","1.599","0.0533","0.05147089947089947","2.2","female","Do you remember what happened?"
"1407","01:21:43,114","01:21:44,351","1.237","0.04757692307692308","0.0452063492063492","2.5","female","Three rounds of elections."
"1408","01:21:44,376","01:21:48,957","4.581","0.05873076923076924","0.057227513227513224","2.0","female","How it was on the only channel that  was on the side of the Orange Revolution."
"1409","01:21:48,982","01:21:54,557","5.575","0.087109375","0.08321693121693122","1.3","female","How with this one small TV channel and a few unfortunate cameras"
"1410","01:21:54,582","01:21:58,823","4.241","0.09638636363636363","0.09532275132275132","1.2","female","an alternative, opposition picture was made."
"1411","01:21:58,954","01:22:04,688","5.734","0.07645333333333333","0.07559788359788361","1.5","female","And yet they managed to... At first, they were all in scarves on the stage."
"1412","01:22:04,713","01:22:06,713","2.0","0.07407407407407407","0.07144973544973544","1.6","female","They then managed to argue."
"1413","01:22:06,738","01:22:08,230","1.492","0.04973333333333333","0.049439153439153435","2.3","female","Well, that's how it should be."
"1414","01:22:08,255","01:22:09,619","1.364","0.08023529411764707","0.07559788359788361","1.5","female","It's all-natural."
"1415","01:22:09,644","01:22:10,898","1.254","0.04823076923076923","0.04791534391534392","2.4","female","Everything goes naturally."
"1416","01:22:11,319","01:22:15,372","4.053","0.0844375","0.08321693121693122","1.3","female","No... Moreover... You see, everyone was on time."
"1417","01:22:16,950","01:22:19,073","2.123","0.07582142857142858","0.07559788359788361","1.5","female","Even Yanukovych was on time."
"1418","01:22:21,359","01:22:25,175","3.816","0.0477","0.0452063492063492","2.5","female","Because if it hadn't been for Yanukovych, I don't know what would have happened."
"1419","01:22:25,200","01:22:30,200","5.0","0.10869565217391304","0.10302645502645504","1.1","female","If he hadn't shown striptease, completely all."
"1420","01:22:30,726","01:22:32,200","1.474","0.11338461538461539","0.1131005291005291","1.0","female","And people..."
"1421","01:22:32,200","01:22:39,719","7.519","0.07594949494949495","0.07559788359788361","1.5","female","Not people, but some people were shocked and understood that something needed to be taken by force."
"1422","01:22:42,607","01:22:46,200","3.593","0.08554761904761905","0.08321693121693122","1.3","female","So... But democratic values were promised."
"1423","01:22:46,200","01:22:48,200","2.0","0.09523809523809523","0.08321693121693122","1.3","female","Freedom was promised."
"1424","01:22:48,200","01:22:53,200","5.0","0.12195121951219512","0.1131005291005291","1.0","female","The deprivation of clanhood was promised."
"1425","01:22:53,200","01:22:55,023","1.823","0.08286363636363636","0.07559788359788361","1.5","female","The Orange Revolution."
"1426","01:22:55,200","01:22:58,200","3.0","0.058823529411764705","0.057227513227513224","2.0","female","They became the government and kept the same thing."
"1427","01:22:58,200","01:23:00,881","2.681","0.04395081967213115","0.0452063492063492","2.5","female","And then this clanhood... They didn't keep anything, Natalka."
"1428","01:23:01,968","01:23:08,200","6.232","0.08777464788732395","0.08321693121693122","1.3","female","Ukrainian corruption, Ukrainian clanhood are not in the Pechersk hills."
"1429","01:23:08,200","01:23:09,200","1.0","0.16666666666666666","0.16228571428571428","0.7","female","Where?"
"1430","01:23:09,200","01:23:18,200","9.0","0.09278350515463918","0.08321693121693122","1.3","female","Because as long as we say that the fish rots from the head, we will sit in the s**t where we sit."
"1431","01:23:19,154","01:23:22,673","3.519","0.10663636363636364","0.10302645502645504","1.1","female","Vasya Pupkin sits in the village."
"1432","01:23:25,200","01:23:30,603","5.403","0.08576190476190476","0.08321693121693122","1.3","female","His brother Petya Pupkin wins the election to the village head."
"1433","01:23:31,200","01:23:37,603","6.403","0.05616666666666666","0.054603174603174605","2.1","female","Vasya Pupkin comes to Petya and says, listen, let me open two shops, only don't give permission to open the third."
"1434","01:23:37,628","01:23:41,206","3.578","0.05590625","0.054603174603174605","2.1","female","And then we will share everything with you, and we will have it."
"1435","01:23:42,200","01:23:45,708","3.508","0.07972727272727273","0.07559788359788361","1.5","female","From bottom to top, all these conversations,"
"1436","01:23:45,732","01:23:51,365","5.633","0.054163461538461535","0.05147089947089947","2.2","female","that somewhere the minister, or the president, or the prime minister, or whoever steals something there."
